Store,Year,Month,total_sales,moving_avg_3m
45,2011,8,3036519.54,3352436.13
45,2011,9,3597072.27,3462848.86
45,2011,10,3027775.01,3220455.61
45,2011,11,3586330.75,3403726.01
45,2011,12,5303122.42,3972409.39
45,2012,1,2715170.43,3868207.87
45,2012,2,3172902.6,3730398.48
45,2012,3,3917194.54,3268422.52
45,2012,4,3169683.65,3419926.93
45,2012,5,3171371.5,3419416.56
45,2012,6,4049712.68,3463589.28
45,2012,7,3042463.41,3421182.53
45,2012,8,3633793.89,3575323.33
45,2012,9,2905011.08,3193756.13
45,2012,10,2946326.39,3161710.45
